ticker,cex,symbolToken,scToken,decToken,tickerPair,symbolPair,scPair,decPair,chain,favorite,dex_metax_ctd,dex_metax_dtc,dex_metax_pnl,dex_jumpx_ctd,dex_jumpx_dtc,dex_jumpx_pnl,dex_kyber_ctd,dex_kyber_dtc,dex_kyber_pnl,dex_okx_ctd,dex_okx_dtc,dex_okx_pnl,dex_krystal_ctd,dex_krystal_dtc,dex_krystal_pnl,feeWd_token_usdt,feeWd_pair_usdt,wd_token_ok,dp_pair_ok
"NVIR","gate","NVIR_USDT","0x9d71CE49ab8A0E6D2a1e7BFB89374C9392FD6804","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0","1","1","1"
"JANET","gate","JANET_USDT","0xf63e309818e4ea13782678ce6c31c1234fa61809","8","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","14220.71","1","1","1"
"BIO","gate","BIO_USDT","0xcb1592591996765ec0efc1f92599a19767ee5ffa","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","58.79","1","1","1"
"WOJAK","gate","WOJAK_USDT","0x8de39b057cc6522230ab19c0205080a8663331ef","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","74349442.38","1","1","1"
"SKL","gate","SKL_USDT","0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","170.1","1","1","1"
"SHPING","gate","SHPING_USDT","0x7C84e62859D0715eb77d1b1C4154Ecd6aBB21BEC","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","870.32","1","1","1"
"SKY","gate","SKY_USDT","0x56072c95faa701256059aa122697b133aded9279","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","13.84","1","1","1"
"SLP","gate","SLP_USDT","0xCC8Fa225D80b9c7D42F96e9570156c65D6cAAa25","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","1602.31","1","1","1"
"MILADYCULT","gate","MILADYCULT_USDT","0x0000000000c5dc95539589fbd24be07c6c14eca4","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","6184.29","1","1","1"
"GOOGLON","gate","GOOGLON_USDT","0xba47214edd2bb43099611b208f75e4b42fdcfedc","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.00364","1","1","1"
"BLY","gate","BLY_USDT","0xf8ad7dfe656188a23e89da09506adf7ad9290d5d","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","2877.7","1","1","1"
"BLZ","gate","BLZ_USDT","0x5732046A883704404F284Ce41FfADd5b007FD668","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","94.97","1","1","1"
"SNT","gate","SNT_USDT","0x744d70FDBE2Ba4CF95131626614a1763DF805B9E","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","102.31","1","1","1"
"SNX","gate","SNX_USDT","0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","3.38","1","1","1"
"API3","gate","API3_USDT","0x0b38210ea11411557c13457D4dA7dC6ea731B88a","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","3.65","1","1","1"
"SOP","gate","SOP_USDT","0x076641af1b8f06b7f8c92587156143c109002cbe","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0","1","1","1"
"CELR","gate","CELR_USDT","0x4F9254C83EB525f9FCf346490bbb3ed28a81C667","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","392.93","1","1","1"
"SPA","gate","SPA_USDT","0xB4A3B0Faf0Ab53df58001804DdA5Bfc6a3D59008","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","301.93","1","1","1"
"BNT","gate","BNT_USDT","0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","3.49","1","1","1"
"SPK","gate","SPK_USDT","0xc20059e0317de91738d13af027dfc4a50781b066","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","47.19","1","1","1"
"SPO","gate","SPO_USDT","0xcbe771323587ea16dacb6016e269d7f08a7acc4e","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","20012.01","1","1","1"
"SPX","gate","SPX_USDT","0xe0f63a424a4439cbe457d80e4f4b51ad25b2c56c","8","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","3.39","1","1","1"
"BOS","gate","BOS_USDT","0x13239c268beddd88ad0cb02050d3ff6a9d00de6d","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","1030.29","1","1","1"
"BOX","gate","BOX_USDT","0x32b77729cd87f1ef2bea4c650c16f89f08472c69","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","102.23","1","1","1"
"SQT","gate","SQT_USDT","0x09395a2A58DB45db0da254c7EAa5AC469D8bDc85","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","1835.87","1","1","1"
"SLICE","gate","SLICE_USDT","0x0AeE8703D34DD9aE107386d3eFF22AE75Dd616D1","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0","1","1","1"
"SSV","gate","SSV_USDT","0x9D65fF81a3c488d585bBfb0Bfe3c7707c7917f54","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.433","1","1","1"
"STG","gate","STG_USDT","0xAf5191B0De278C7286d6C7CC6ab6BB8A73bA2Cd6","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","3.97","1","1","1"
"CERE","gate","CERE_USDT","0x2da719db753dfa10a62e140f436e1d67f2ddb0d6","10","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","4280.82","1","1","1"
"STO","gate","STO_USDT","0x1d88713b483a8e45cff0e5cd7c2e15e5fab4534d","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","7.54","1","1","1"
"BST","gate","BST_USDT","0x509a38b7a1cc0dcd83aa9d06214663d9ec7c7f4a","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","61.54","1","1","1"
"FLUID","gate","FLUID_USDT","0x6f40d4a6237c257fff2db00fa0510deeecd303eb","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.559","1","1","1"
"HYPER","gate","HYPER_USDT","0x93a2db22b7c736b341c32ff666307f4a9ed910f5","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","11.81","1","1","1"
"SXT","gate","SXT_USDT","0xe6bfd33f52d82ccb5b37e16d3dd81f9ffdabb195","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","62.31","1","1","1"
"C98","gate","C98_USDT","0xae12c5930881c53715b369cec7606b70d8eb229f","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","37.34","1","1","1"
"LEGION","gate","LEGION_USDT","0xb2a25f7d864636e44bc1bf7a316897652bf07463","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","1731.15","1","1","1"
"SYN","gate","SYN_USDT","0x0f2d719407fdbeff09d87557abb7232601fd9f29","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","21.19","1","1","1"
"BXC","gate","BXC_USDT","0xdeCF7Be29F8832E9C2Ddf0388c9778B8Ba76af43","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","5617.98","1","1","1"
"APRS","gate","APRS_USDT","0x95b4B8CaD3567B5d7EF7399C2aE1d7070692aB0D","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","561.96","1","1","1"
"NEXO","gate","NEXO_USDT","0xB62132e35a6c13ee1EE0f84dC5d40bad8d815206","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","1.17","1","1","1"
"AMDON","gate","AMDON_USDT","0x0c1f3412a44ff99e40bf14e06e5ea321ae7b3938","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.00493","1","1","1"
"BYN","gate","BYN_USDT","0x4bb3205bf648b7f59ef90dee0f1b62f6116bc7ca","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","483.09","1","1","1"
"SDEX","gate","SDEX_USDT","0x5de8ab7e27f6e7a1fff3e5b337584aa43961beef","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","445.63","1","1","1"
"NEWT","gate","NEWT_USDT","0xd0ec028a3d21533fdd200838f39c85b03679285d","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","14.19","1","1","1"
"BZZ","gate","BZZ_USDT","0x19062190b1925b5b6689d7073fdfc8c2976ef8cb","16","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","9.8","1","1","1"
"KEKIUS","gate","KEKIUS_USDT","0x26e550ac11b26f78a04489d5f20f24e3559f7dd9","9","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","106.24","1","1","1"
"RAGE","gate","RAGE_USDT","0x94804dc4948184ffd7355f62ccbb221c9765886f","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0","1","1","1"
"SUKU","gate","SUKU_USDT","0x0763fdccf1ae541a5961815c0872a8c5bc6de4d7","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","136.15","1","1","1"
"TLTON","gate","TLTON_USDT","0x992651bfeb9a0dcc4457610e284ba66d86489d4d","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.0113","1","1","1"
"APYS","gate","APYS_USDT","0xf7413489c474ca4399eee604716c72879eea3615","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","295.51","1","1","1"
"CAD","gate","CAD_USDT","0x4349929808e515936a68903f6085f5e2b143ff3d","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","3056.23","1","1","1"
"LUMIA","gate","LUMIA_USDT","0xD9343a049D5DBd89CD19DC6BcA8c48fB3a0a42a7","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","13.84","1","1","1"
"TCT","gate","TCT_USDT","0x4824A7b64E3966B0133f4f4FFB1b9D6bEb75FFF7","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0","1","1","1"
"SAITO","gate","SAITO_USDT","0xFa14Fa6958401314851A17d6C5360cA29f74B57B","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","1700.88","1","1","1"
"CBK","gate","CBK_USDT","0xd85a6ae55a7f33b0ee113c234d2ee308edeaf7fd","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","4.04","1","1","1"
"KERNEL","gate","KERNEL_USDT","0x3f80b1c54ae920be41a77f8b902259d48cf24ccf","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","12.28","1","1","1"
"GALA","gate","GALA_USDT","0xd1d2eb1b1e90b638588728b4130137d262c87cae","8","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","342","1","1","1"
"TEN","gate","TEN_USDT","0xea9bb54fc76bfd5dd2ff2f6da641e78c230bb683","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","754.72","1","1","1"
"TET","gate","TET_USDT","0x68a47fe1cf42eba4a030a10cd4d6a1031ca3ca0a","8","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","3.94","1","1","1"
"CWEB","gate","CWEB_USDT","0x505b5eda5e25a67e1c24a2bf1a527ed9eb88bf04","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","952.38","1","1","1"
"SUSD","gate","SUSD_USDT","0x57Ab1ec28D129707052df4dF418D58a2D46d5f51","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","1.28","1","1","1"
"GROK","gate","GROK_USDT","0x8390a1da07e376ef7add4be859ba74fb83aa02d5","9","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","2210.92","1","1","1"
"LMTON","gate","LMTON_USDT","0x691b126cf619707ed5d16cab1b27c000aa8de300","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.00158","1","1","1"
"CFG","gate","CFG_USDT","0xcccccccccc33d538dbc2ee4feab0a7a1ff4e8a94","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","6.32","1","1","1"
"SMURFCAT","gate","SMURFCAT_USDT","0xff836a5821e69066c87e268bc51b849fab94240c","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","146134.74","1","1","1"
"XCAD","gate","XCAD_USDT","0x7659ce147d0e714454073a5dd7003544234b6aa0","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","827.13","1","1","1"
"STORJ","gate","STORJ_USDT","0xB64ef51C888972c908CFacf59B47C1AfBC0Ab8aC","8","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","10.56","1","1","1"
"RARI","gate","RARI_USDT","0xfca59cd816ab1ead66534d82bc21e7515ce441cf","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","7.4","1","1","1"
"RARE","gate","RARE_USDT","0xba5BDe662c17e2aDFF1075610382B9B691296350","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","67.16","1","1","1"
"CHO","gate","CHO_USDT","0xBBa39Fd2935d5769116ce38d46a71bde9cf03099","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","1018.33","1","1","1"
"CHR","gate","CHR_USDT","0x8a2279d4a90b6fe1c4b30fa660cc9f926797baa2","6","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","63.94","1","1","1"
"CHZ","gate","CHZ_USDT","0x3506424f91fd33084466f402d5d97f05f8e3b4af","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","25.52","1","1","1"
"YFII","gate","YFII_USDT","0xa1d0E215a23d7030842FC67cE582a6aFa3CCaB83","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.028","1","1","1"
"DIMO","gate","DIMO_USDT","0x5fab9761d60419c9eeebe3915a8fa1ed7e8d2e1b","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","72.89","1","1","1"
"TLM","gate","TLM_USDT","0x888888848B652B3E3a0f34c96E00EEC0F3a23F72","4","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","615.78","1","1","1"
"FORT","gate","FORT_USDT","0x41545f8b9472D758bB669ed8EaEEEcD7a9C4Ec29","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","71.74","1","1","1"
"NVDAON","gate","NVDAON_USDT","0x2d1f7226bd1f780af6b9a49dcc0ae00e8df4bdee","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.00574","1","1","1"
"TOKEN","gate","TOKEN_USDT","0x4507cef57c46789ef8d1a19ea45f4216bae2b528","9","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","369.14","1","1","1"
"RAVE","gate","RAVE_USDT","0x17205fab260a7a6383a81452ce6315a39370db97","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","3.19","1","1","1"
"COW","gate","COW_USDT","0xdef1ca1fb7fbcdc777520aa7f396b4e015f497ab","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","5.12","1","1","1"
"TRB","gate","TRB_USDT","0x88df592f8eb5d7bd38bfef7deb0fbc02cf3778a0","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.0641","1","1","1"
"TRG","gate","TRG_USDT","0x93eEB426782BD88fCD4B48D7b0368CF061044928","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0","1","1","1"
"TRU","gate","TRU_USDT","0x4c19596f5aaff459fa38b0f7ed92f11ae6543784","8","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","218.87","1","1","1"
"D2T","gate","D2T_USDT","0x4Dd942bAa75810a3C1E876e79d5cD35E09C97A76","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","2274.69","1","1","1"
"CRF","gate","CRF_USDT","0x508df5aa4746be37b5b6a69684dfd8bdc322219d","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","5282.62","1","1","1"
"CRO","gate","CRO_USDT","0xA0b73E1Ff0B80914AB6fe0444E65848C4C34450b","8","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","13.45","1","1","1"
"CRV","gate","CRV_USDT","0xD533a949740bb3306d119CC777fa900bA034cd52","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","4.57","1","1","1"
"CRU","gate","CRU_USDT","0x32a7C02e79c4ea1008dD6564b35F131428673c41","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","73.75","1","1","1"
"SEAM","gate","SEAM_USDT","0x6b66ccd1340c479B07B390d326eaDCbb84E726Ba","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","9.39","1","1","1"
"CTA","gate","CTA_USDT","0x90685e300a4c4532efcefe91202dfe1dfd572f47","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","68.24","1","1","1"
"CTC","gate","CTC_USDT","0xa3ee21c306a700e682abcdfe9baa6a08f3820419","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","6.45","1","1","1"
"BLOCKST","gate","BLOCKST_USDT","0xcab84bc21f9092167fcfe0ea60f5ce053ab39a1e","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","186.31","1","1","1"
"CVC","gate","CVC_USDT","0x41e5560054824eA6B0732E656E3Ad64E20e94E45","8","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","31.95","1","1","1"
"MTRG","gate","MTRG_USDT","0xBd2949F67DcdC549c6Ebe98696449Fa79D988A9F","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","43.8","1","1","1"
"CVX","gate","CVX_USDT","0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.571","1","1","1"
"SUSHI","gate","SUSHI_USDT","0x6B3595068778DD592e39A122f4f5a5cF09C90fE2","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","5.2","1","1","1"
"TXT","gate","TXT_USDT","0x547b2f82cecfab9c2b1d36fdda96ef9f58c63b8c","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0","1","1","1"
"CXT","gate","CXT_USDT","0x7abc8a5768e6be61a6c693a6e4eacb5b60602c4d","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","212.99","1","1","1"
"WAGMIGAMES","gate","WAGMIGAMES_USDT","0x3b604747ad1720c01ded0455728b62c0d2f100f0","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","803858.52","1","1","1"
"MCTP","gate","MCTP_USDT","0x98509e66fbf5a68d18ebb01dc4a52ce020fc8d1f","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","30.86","1","1","1"
"BCUT","gate","BCUT_USDT","0xbef26bd568e421d6708cca55ad6e35f8bfa0c406","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","589.28","1","1","1"
"LQTY","gate","LQTY_USDT","0x6DEA81C8171D0bA574754EF6F8b412F2Ed88c54D","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","3.65","1","1","1"
"NFLXON","gate","NFLXON_USDT","0x032dec3372f25c41ea8054b4987a7c4832cdb338","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.00117","1","1","1"
"DAI","gate","DAI_USDT","0x6B175474E89094C44Da98b954EedeAC495271d0F","18","USDT","","0xdAC17F958D2ee523a2206206994597C13D831ec7","6","ethereum","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.999","1","1","1"
